Name,Company,Distillation,ABV,Location,Score,nRatings,Aged,Distilled,Type,Full Name,Country,Price_unit,Popularity,Popularity_scaled,Quebec
Vanilla,Lost Ark,,30.0%,United States,9.0,1,,2024,Flavoured,,,,9.693147180559945,5.9424382272110865,False
White,Stolen,,,New Zealand,1.0,1,,2024,White,,,,1.6931471805599454,0.6602709141345652,False
Blend Number 18,Private Selection,,40.0%,Jamaica,9.0,1,,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
1997 Trinidad Caroni HTR 20-Year,Bristol Classic,Column Still (1-4),61.5%,United Kingdom,10.0,1,20.0,1997,Brown,,,,10.693147180559945,6.602709141345652,False
2005 Venezuela 17-Year,Tamosi,Column Still (1-4),61.9%,Barbados,8.0,1,17.0,2005,Brown,,,,8.693147180559945,5.282167313076521,False
1991 Blairmont,Velier,,,Multiple,10.0,1,,1991,Brown,,,,10.693147180559945,6.602709141345652,False
1628,Silverfleet,,40.0%,Multiple,7.0,1,,2024,Flavoured,,,,7.693147180559945,4.621896398941956,False
Solera 15-Year,Ron Hero,,40.0%,Italy,8.0,1,15.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Silver,Turnbull Bay,,40.0%,United States,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Passion Vanilla,Arhumatic,,29.0%,France,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Alma Playera,Miami Club,,42.0%,United States,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
100,Sailor Jerry,,,"Virgin Islands, U.S.",6.0,1,,2024,Spiced,,,,6.693147180559945,3.9616254848073913,False
1998 Guyana Demerara Uitvlugt MPM 12-Year,Cadenhead's,Pot Still,62.0%,United Kingdom,4.0,1,12.0,1998,Brown,,,,4.693147180559945,2.6410836565382607,False
Spiced Gold,Black Sails,Pot and Column Still,40.0%,Estonia,2.0,1,,2024,Spiced,,,,2.6931471805599454,1.3205418282691304,False
Light,Durbanville,,40.0%,South Africa,4.0,1,,2024,White,,,,4.693147180559945,2.6410836565382607,False
White,Isla Ã‘,,40.0%,Argentina,8.0,1,,2024,White,,,,8.693147180559945,5.282167313076521,False
2006 Tropical Ageing 15-Year,Beenleigh,Pot Still,59.0%,Australia,8.0,1,15.0,2006,Brown,,,,8.693147180559945,5.282167313076521,False
25-Year,Sansibar,,,Germany,8.0,1,25.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Cana de Cuba,Vacilon,,40.0%,Cuba,7.0,1,,2024,White,,,,7.693147180559945,4.621896398941956,False
2010 No. 7,Arnisser,,40.0%,Germany,2.0,1,,2010,Brown,,,,2.6931471805599454,1.3205418282691304,False
2012 Special Cask Series Marsala Finish 5-Year,Worthy Park,Pot Still,60.0%,Jamaica,9.0,1,5.0,2012,Brown,,,,9.693147180559945,5.9424382272110865,False
Pink,Faith & Sons,,40.0%,United Kingdom,1.0,1,,2024,Flavoured,,,,1.6931471805599454,0.6602709141345652,False
Caribbean Gold,Boquerón,,40.0%,Multiple,5.0,1,,2024,Golden,,,,5.693147180559945,3.301354570672826,False
Dry,Tres Esquinas,,40.0%,Colombia,7.0,1,,2024,White,,,,7.693147180559945,4.621896398941956,False
Especial,Tres Esquinas,,,Colombia,6.0,1,,2024,White,,,,6.693147180559945,3.9616254848073913,False
2018 Volume 2,The Rum Cooperative,,42.0%,Multiple,3.0,1,,2018,Brown,,,,3.6931471805599454,1.9808127424036956,False
2019 Coffee Vanilla,Distillutions,,40.0%,United Kingdom,7.0,1,,2019,Spiced,,,,7.693147180559945,4.621896398941956,False
Dark Caribbean,Bartender's CLUB,,37.5%,Estonia,6.0,1,,2024,Black,,,,6.693147180559945,3.9616254848073913,False
Silver,W H Distillery,,40.0%,United States,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Distillers Drawer Eskimo Bros Barrel Club,Privateer,,45.0%,United States,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Gold,Big Five,,40.0%,United States,5.0,1,,2024,Golden,,,,5.693147180559945,3.301354570672826,False
Black Bart XO Slow Aged 18-Year,Pirates Legend,,45.0%,Italy,8.0,1,18.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Ron Viejo Venezolano 8-Year,La Recompensa,,40.0%,Multiple,6.0,1,8.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Signature 1-Year,Two Drifters,Pot Still,40.0%,United Kingdom,6.0,1,1.0,2024,Golden,,,,6.693147180559945,3.9616254848073913,False
XO Red Label 25-Year,Davidsen's,,40.0%,Denmark,3.0,1,25.0,2024,Brown,,,,3.6931471805599454,1.9808127424036956,False
1423 Indian,S.B.S.,,,Denmark,5.0,1,,2024,Flavoured,,,,5.693147180559945,3.301354570672826,False
Charanda Oro,El Tarasco,,35.0%,Mexico,2.0,1,,2024,Golden,,,,2.6931471805599454,1.3205418282691304,False
2007 Barbados Foursquare Cask Strength 10-Year,Compagnie des Indes,,62.1%,France,8.0,1,10.0,2007,Brown,,,,8.693147180559945,5.282167313076521,False
Classic Dark 5-Year,XM,,40.0%,Guyana,0.0,1,5.0,2024,Black,,,,0.6931471805599453,0.0,False
Guyana Single Cask 10-Year,Anam Na H-Alba,,,Germany,8.0,1,10.0,2024,Black,,,,8.693147180559945,5.282167313076521,False
Double Cask,Lehmitz,,,Germany,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Elixir de Antano,Santo Domingo,,,Dominican Republic,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Rumona,J. Wray,Pot and Column Still,,Jamaica,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Influences 3,Famille Ricci,,46.0%,France,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
2002 Trinidad T.D.L. 20-Year,The Wild Parrot,Column Still (1-4),59.1%,Italy,10.0,1,20.0,2002,Brown,,,,10.693147180559945,6.602709141345652,False
Gayuma,Don Papa,,40.0%,Philippines,0.0,1,,2024,Black,,,,0.6931471805599453,0.0,False
Spiced,West Rock,,40.0%,United States,2.0,1,,2024,Spiced,,,,2.6931471805599454,1.3205418282691304,False
1997 Guyana Cask Strength 20-Year,Kill Devil (Hunter Laing),,,United Kingdom,9.0,1,20.0,1997,Brown,,,,9.693147180559945,5.9424382272110865,False
1994 Wild Series 8 New Yarmouth 25-Year,RomDeLuxe,Column Still (1-4),68.1%,Denmark,10.0,1,25.0,1994,Brown,,,,10.693147180559945,6.602709141345652,False
Anejo Reserva Belize Master Blend,Cuate,,40.2%,Germany,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Lemongrass,Labourdonnais,,37.5%,Mauritius,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
Platino 3-Year,Baraima,,40.0%,Mexico,1.0,1,3.0,2024,White,,,,1.6931471805599454,0.6602709141345652,False
2010 Fidji South Pacific 8-Year,Compagnie des Indes,,44.0%,France,8.0,1,8.0,2010,Brown,,,,8.693147180559945,5.282167313076521,False
2017 Privateer 3-Year,Habitation Velier,Pot and Column Still,55.6%,Italy,7.0,1,3.0,2017,Brown,,,,7.693147180559945,4.621896398941956,False
Rumsky,les freres de la cote,,67.8%,France,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
White,Cuba Libre El Dorado,,40.0%,Guyana,4.0,1,,2024,White,,,,4.693147180559945,2.6410836565382607,False
Anejo 3-Year,Guajiro,,40.0%,Spain,6.0,1,3.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
1980 2 Masters Despange,Dictador,,,Colombia,8.0,1,,1980,Brown,,,,8.693147180559945,5.282167313076521,False
Palido,Montero,,40.0%,Spain,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
1989 Demerara 29-Year,Samaroli,,45.0%,United Kingdom,7.0,1,29.0,1989,Brown,,,,7.693147180559945,4.621896398941956,False
2014 Edicion Limitada 7-Year,Havana Club,Column Still (5+),40.0%,Cuba,7.0,1,7.0,2014,Brown,,,,7.693147180559945,4.621896398941956,False
1998 Caroni,Corman Collins,,61.0%,Belgium,9.0,1,,1998,Brown,,,,9.693147180559945,5.9424382272110865,False
2007 Long Pond Distillery 13-Year,The ImpEx Collection,Column Still (1-4),53.6%,Jamaica,9.0,1,13.0,2007,Brown,,,,9.693147180559945,5.9424382272110865,False
Carta Blanca Superior,Caney,,,Cuba,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Punch Planteur,Clement,Column Still (1-4),18.0%,Martinique,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
Portland,Sebago Lake,,40.0%,United States,10.0,1,,2024,Brown,,,,10.693147180559945,6.602709141345652,False
2004 Single Barrel 4 Lajun 15-Year,Cihuatan,Column Still (5+),53.3%,El Salvador,7.0,1,15.0,2004,Brown,,,,7.693147180559945,4.621896398941956,False
Gold,Kudjoe,,40.0%,Jamaica,7.0,1,,2024,Golden,,,,7.693147180559945,4.621896398941956,False
Bali Hai Day Dead,Cutwater,,,United States,5.0,1,,2024,Golden,,,,5.693147180559945,3.301354570672826,False
Coconut,Lost Ark,,30.0%,United States,6.0,1,,2024,Flavoured,,,,6.693147180559945,3.9616254848073913,False
Port Cask Blend 14-Year,Savanna,,40.0%,Reunion,6.0,1,14.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
2004 Florida Moscatel Finish 13-Year,Compagnie des Indes,,45.0%,France,7.0,1,13.0,2004,Brown,,,,7.693147180559945,4.621896398941956,False
151 Proof,Corina,,75.5%,United States,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Gold,Charboneau,,40.0%,United States,0.0,1,,2024,Golden,,,,0.6931471805599453,0.0,False
Guyana Uitvlugt 23-Year,Bonpland,,,Germany,8.0,1,23.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Punch Maracudja,Longueteau,Column Still (1-4),25.0%,Guadeloupe,5.0,1,,2024,Flavoured,,,,5.693147180559945,3.301354570672826,False
Caroni Black Cat Bar 25-Year,Corman Collins,,50.0%,Belgium,9.0,1,25.0,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
Punch Ananas,Longueteau,Column Still (1-4),25.0%,Guadeloupe,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
Blanc 55,Leader Price,,55.0%,Martinique,1.0,1,,2024,White,,,,1.6931471805599454,0.6602709141345652,False
2010 Hampden HGML 9-Year,Habitation Velier,,62.0%,Italy,8.0,1,9.0,2010,Brown,,,,8.693147180559945,5.282167313076521,False
Geisha Coffee,Pedro Mandinga,,28.0%,Panama,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Punch Passion,Clement,Column Still (1-4),25.0%,Martinique,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
Spiced,Two Drifters,,40.0%,United Kingdom,8.0,1,,2024,Spiced,,,,8.693147180559945,5.282167313076521,False
Beer Barreled,Copper Bottom,,40.0%,United States,10.0,1,,2024,Flavoured,,,,10.693147180559945,6.602709141345652,False
2002 Guyana Cuffy Demerara Full Proof 16-Year,Le Gus't,Pot Still,66.9%,France,9.0,1,16.0,2002,Brown,,,,9.693147180559945,5.9424382272110865,False
2021 Homenaje,Don Miguel,,37.5%,Dominican Republic,8.0,1,,2021,Brown,,,,8.693147180559945,5.282167313076521,False
2022 8 Marks Collection <>H,Hampden Estate,,60.0%,Jamaica,9.0,1,,2022,White,,,,9.693147180559945,5.9424382272110865,False
Khodays XXX,House Of Khodays,,,India,6.0,1,,2024,Black,,,,6.693147180559945,3.9616254848073913,False
Classic Gold,Dutch Caribbean,,40.0%,CuraÃ§ao,5.0,1,,2024,Golden,,,,5.693147180559945,3.301354570672826,False
Boulet de Canon 12,Compagnie des Indes,,46.0%,France,7.0,1,,2024,Spiced,,,,7.693147180559945,4.621896398941956,False
Nicaragua 10-Year,Hammerschmiede,,40.0%,Germany,6.0,1,10.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
2008 Trinidad Ten Cane 14-Year,Rum Artesanal,Pot Still,58.2%,Multiple,9.0,1,14.0,2008,Brown,,,,9.693147180559945,5.9424382272110865,False
Huihui,Kuleana,,40.0%,United States,4.0,1,,2024,White,,,,4.693147180559945,2.6410836565382607,False
Muscat Barrel,Ardent,,,Belgium,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Edition 2018 7-Year,Le Rhum,,40.0%,Guadeloupe,4.0,1,7.0,2024,Brown,,,,4.693147180559945,2.6410836565382607,False
1986 Jamaican IRW Long Pond 18-Year,Cadenhead's,Column Still (5+),68.3%,United Kingdom,7.0,1,18.0,1986,Brown,,,,7.693147180559945,4.621896398941956,False
Brown,Laodi,,42.0%,Lao People's Democratic Republic,0.0,1,,2024,Brown,Noroi Esprit-des-Caraïbes,Canada,39.73,0.6931471805599453,0.0,True
Gold,Ron Bucanero,,40.0%,Costa Rica,5.0,1,,2024,Golden,,,,5.693147180559945,3.301354570672826,False
Single Cask 2022 Barbados VSOR,Plantation,Pot and Column Still,45.0%,Multiple,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Original,Numbskul,,40.0%,United States,3.0,1,,2024,Spiced,,,,3.6931471805599454,1.9808127424036956,False
2009 Excellence CRV Long Pond 10-Year,Plantation,Pot Still,53.0%,Multiple,9.0,1,10.0,2009,Brown,,,,9.693147180559945,5.9424382272110865,False
2011 Reserve Masters Selection Lucky Liquer 8-Year,Chairman's,Pot and Column Still,46.0%,Saint Lucia,8.0,1,8.0,2011,Brown,,,,8.693147180559945,5.282167313076521,False
Venezuela 12-Year,Berry Bros & Rudd,,60.6%,United Kingdom,5.0,1,12.0,2024,Brown,,,,5.693147180559945,3.301354570672826,False
2002 Barbados 8-Year,Rum Nation,,40.0%,Italy,3.0,1,8.0,2002,Brown,,,,3.6931471805599454,1.9808127424036956,False
Mamajuana,El Taino,,,Dominican Republic,3.0,1,,2024,Spiced,,,,3.6931471805599454,1.9808127424036956,False
Cristal Light,Travellers,,40.0%,Belize,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Harbour Police 8-Year,Doorly's,Column Still (1-4),43.0%,Barbados,8.0,1,8.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Traditionel Blanc,BeausÃ©jour,,50.0%,Guadeloupe,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
2006 Panama Single Cask 15-Year,Kill Devil (Hunter Laing),,59.8%,United Kingdom,9.0,1,15.0,2006,Brown,,,,9.693147180559945,5.9424382272110865,False
Gold Rum,Tambourine Mountain Distillery,,40.0%,Australia,6.0,1,,2024,Golden,,,,6.693147180559945,3.9616254848073913,False
Spiced Gold Rum,Tambourine Mountain Distillery,,40.0%,Australia,6.0,1,,2024,Spiced,,,,6.693147180559945,3.9616254848073913,False
Coconut,MartÃ­ AutÃ©ntico,,,Puerto Rico,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
XXX White,Hercules,,40.0%,India,0.0,1,,2024,White,,,,0.6931471805599453,0.0,False
Gold,Ron Carlos,,,United States,2.0,1,,2024,Golden,,,,2.6931471805599454,1.3205418282691304,False
Silver,Bogart's,,40.0%,United States,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Centennial Dark 20-Year,Tanduay,,40.0%,Philippines,8.0,1,20.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Coconut,Sunset Reef,,,United States,6.0,1,,2024,Flavoured,,,,6.693147180559945,3.9616254848073913,False
6-Year,Grand Prismatic Spring,,40.0%,United States,7.0,1,6.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
1998 Jamaica Ed.12 Long Pond 23-Year,Colours of Rum,Pot Still,52.7%,Multiple,8.0,1,23.0,1998,Brown,,,,8.693147180559945,5.282167313076521,False
Belize Aged,Kuna,,40.0%,Panama,3.0,1,,2024,Brown,,,,3.6931471805599454,1.9808127424036956,False
1997 Caroni 16-Year,BarangÃ i,,52.0%,Italy,8.0,1,16.0,1997,Brown,,,,8.693147180559945,5.282167313076521,False
Canuto,Zhumir,,,Ecuador,7.0,1,,2024,White,,,,7.693147180559945,4.621896398941956,False
Pineapple,Bearing,,40.0%,United States,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
1973 Skeldon,Velier,,,Multiple,10.0,1,,1973,Brown,,,,10.693147180559945,6.602709141345652,False
Mango Tango,Code,,40.0%,United States,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
2003 Guyana Diamond 14-Year,Compagnie des Indes,,43.0%,France,9.0,1,14.0,2003,Brown,,,,9.693147180559945,5.9424382272110865,False
1975 Guyana Demerara Port Morant,Berry Bros & Rudd,,,United Kingdom,8.0,1,,1975,Brown,,,,8.693147180559945,5.282167313076521,False
Light & Dry Caribbean Rum,Schooner,,40.0%,Malta,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Bali Hai Tiki Holiday Spirit,Cutwater,Pot Still,,United States,7.0,1,,2024,Flavoured,,,,7.693147180559945,4.621896398941956,False
1999 St. Lucia 11-Year,Berry Bros & Rudd,,,United Kingdom,2.0,1,11.0,1999,Brown,,,,2.6931471805599454,1.3205418282691304,False
White,Old Castle,,40.0%,Armenia,3.0,1,,2024,White,,,,3.6931471805599454,1.9808127424036956,False
Silver,Silver Wolf,,40.0%,United States,0.0,1,,2024,White,,,,0.6931471805599453,0.0,False
Coconut,Potter's,,40.0%,United States,6.0,1,,2024,Flavoured,,,,6.693147180559945,3.9616254848073913,False
Ambre Gold Barrel Double Maturation Bourbon Finish,Riviere du Mat,,40.0%,Reunion,5.0,1,,2024,Brown,,,,5.693147180559945,3.301354570672826,False
Liqao,Freres Lauzea,,31.0%,Martinique,4.0,1,,2024,Flavoured,,,,4.693147180559945,2.6410836565382607,False
Guyana Enmore 25-Year,Kill Devil (Hunter Laing),,,United Kingdom,9.0,1,25.0,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
Spiced Orange,Carmelita's,,40.0%,United States,7.0,1,,2024,Spiced,,,,7.693147180559945,4.621896398941956,False
Road's End,Journeyman,,,United States,0.0,1,,2024,White,,,,0.6931471805599453,0.0,False
Golden,Esprit de Krewe,,40.0%,United States,7.0,1,,2024,Golden,,,,7.693147180559945,4.621896398941956,False
1996 Limited Edition Guyane Jamaica 16-Year,Banks,,,United Kingdom,8.0,1,16.0,1996,Brown,,,,8.693147180559945,5.282167313076521,False
1995 Jamaica Worhty Park 12-Year,Liquid Treasure,,,Germany,8.0,1,12.0,1995,Brown,,,,8.693147180559945,5.282167313076521,False
1980 Port Morant Demerara,Bristol Classic,,,United Kingdom,7.0,1,,1980,Golden,,,,7.693147180559945,4.621896398941956,False
2018 Reunion 4-Year,The Nectar Of The Daily Drams,Column Still (1-4),60.8%,Belgium,7.0,1,4.0,2018,Brown,,,,7.693147180559945,4.621896398941956,False
Anejo 5-Year,Galeon del caribe,,40.0%,Cuba,0.0,1,5.0,2024,Brown,,,,0.6931471805599453,0.0,False
23 5-Year,Proof and Wood,Pot Still,54.0%,Jamaica,7.0,1,5.0,2024,Black,,,,7.693147180559945,4.621896398941956,False
1998 Trinidad High Spirits 18-Year,Caroni,,,Trinidad and Tobago,8.0,1,18.0,1998,Brown,,,,8.693147180559945,5.282167313076521,False
Arturo Makasare 55 Aniversario,Corman Collins,,42.8%,Belgium,10.0,1,,2024,Brown,,,,10.693147180559945,6.602709141345652,False
2009 Barbados 11-Year,Holmes Cay,Pot and Column Still,56.0%,United States,9.0,1,11.0,2009,Brown,,,,9.693147180559945,5.9424382272110865,False
ND New Dominican,J & J Siprits,,40.0%,Dominican Republic,9.0,1,,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
Superior White Rum,Rico Bay,,40.0%,United States,2.0,1,,2024,White,,,,2.6931471805599454,1.3205418282691304,False
Orange,Caribbean's Finest,,40.0%,Dominican Republic,10.0,1,,2024,Flavoured,,,,10.693147180559945,6.602709141345652,False
1998 Trinidad,Mezan,,,Multiple,5.0,1,,1998,Brown,,,,5.693147180559945,3.301354570672826,False
Carafe Hors dâ€™Age 10-Year,Darboussier,Column Still (1-4),42.0%,Guadeloupe,6.0,1,10.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
1999 Nicaragua 18-Year,Bristol Classic,,,United Kingdom,5.0,1,18.0,1999,Brown,,,,5.693147180559945,3.301354570672826,False
Ron Castillo Cohiba AÃ±ejo,Casa Cuervo,,40.0%,Mexico,3.0,1,,2024,Brown,,,,3.6931471805599454,1.9808127424036956,False
Blanco,Artemi,,,Spain,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Cinnabar,Portsmouth distillery,,41.0%,United Kingdom,6.0,1,,2024,Spiced,,,,6.693147180559945,3.9616254848073913,False
2006 Single Batch Release Concierge Sales 14-Year,Chairman's,Pot and Column Still,51.0%,Saint Lucia,7.0,1,14.0,2006,Brown,,,,7.693147180559945,4.621896398941956,False
1991 Guyana 24-Year,Berry Bros & Rudd,,,United Kingdom,2.0,1,24.0,1991,Brown,,,,2.6931471805599454,1.3205418282691304,False
Blueberry,Flight Club,,40.0%,United Kingdom,3.0,1,,2024,Flavoured,,,,3.6931471805599454,1.9808127424036956,False
Bold,Copper Horse,,40.0%,United States,0.0,1,,2024,White,,,,0.6931471805599453,0.0,False
2003 Demerara Guyana Diamond 12-Year,Silver Seal,,,Italy,8.0,1,12.0,2003,Brown,,,,8.693147180559945,5.282167313076521,False
Signature,Vana Tallinn,,40.0%,Estonia,9.0,1,,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
7 Deadly Sins No 1 Lust Solera 5-15 Years,Pretty Maids,,40.0%,Denmark,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
14-Year,Murderer's Bay,,40.0%,New Zealand,6.0,1,14.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
2005 Barbados Single Cask 15-Year,Michlers,Pot Still,48.0%,United Kingdom,8.0,1,15.0,2005,Brown,,,,8.693147180559945,5.282167313076521,False
Lemon,Isla Ã‘,,,Argentina,8.0,1,,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Navy,Rum Company,,,Germany,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
Spiced 2-Year,Black Bart,,,Barbados,5.0,1,2.0,2024,Spiced,,,,5.693147180559945,3.301354570672826,False
Guyana Diamond Port Mourant 17-Year,Smuggler,,50.2%,Switzerland,9.0,1,17.0,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
Arturo Makasare 15-Year,Corman Collins,,44.0%,Belgium,9.0,1,15.0,2024,Brown,,,,9.693147180559945,5.9424382272110865,False
Cognac Casks,Atlantico,,40.0%,Dominican Republic,8.0,1,,2024,Brown,,,,8.693147180559945,5.282167313076521,False
2000 Barbados PX Cask Finish 21-Year,S.B.S.,Pot Still,47.1%,Denmark,8.0,1,21.0,2000,Brown,,,,8.693147180559945,5.282167313076521,False
5-Year,Rockhopper,,40.0%,Belgium,8.0,1,5.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Peach Tea,Legendaire,,30.0%,United States of America,2.0,1,,2024,Flavoured,,,,2.6931471805599454,1.3205418282691304,False
1993 Best 25-Year,Dictador,,51.8%,Colombia,8.0,1,25.0,1993,Brown,,,,8.693147180559945,5.282167313076521,False
Islay Peat Single Barrel 11-Year,Grander,,65.0%,Panama,8.0,1,11.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
Cooperative Volume 1,Bully Boy,,40.0%,United States,7.0,1,,2024,Brown,,,,7.693147180559945,4.621896398941956,False
Explorer Trinidad 3-5 years,ChÃ¢teau de Breuil,Column Still (1-4),41.0%,France,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
2008 Jamaica 11-Year,S.B.S.,Pot and Column Still,62.8%,Denmark,8.0,1,11.0,2008,Brown,,,,8.693147180559945,5.282167313076521,False
2013 Jamaica St Catherine 5-Year,Rum Exchange,Pot Still,59.0%,United Kingdom,9.0,1,5.0,2013,Brown,,,,9.693147180559945,5.9424382272110865,False
2019 Single Cask Barbados XO,Plantation,Pot and Column Still,48.0%,Multiple,9.0,1,,2019,Brown,,,,9.693147180559945,5.9424382272110865,False
Ruby Anniversary Edition 35-Year,Appleton Estate,Pot and Column Still,45.0%,Jamaica,8.0,1,35.0,2024,Brown,,,,8.693147180559945,5.282167313076521,False
2003 Panama Don Jose 12-Year,Isla del Ron,,53.6%,Germany,8.0,1,12.0,2003,Brown,,,,8.693147180559945,5.282167313076521,False
2012 Wild Island Ocean 6-Year,Savanna,,57.6%,Reunion,9.0,1,6.0,2012,Brown,,,,9.693147180559945,5.9424382272110865,False
1999 Single Cask Clarendon MMV 19-Year,Plantation,Pot Still,46.7%,Multiple,8.0,1,19.0,1999,Brown,,,,8.693147180559945,5.282167313076521,False
Rumarkable Zouk Edition,Gervin,,42.7%,Belgium,5.0,1,,2024,White,,,,5.693147180559945,3.301354570672826,False
1998 Caroni 23-Year,Excellence Rhum,Column Still (1-4),65.0%,France,10.0,1,23.0,1998,Brown,,,,10.693147180559945,6.602709141345652,False
1995 Jamaica Ed.10 Clarendon 26-Year,Colours of Rum,Pot Still,63.6%,Multiple,8.0,1,26.0,1995,Brown,,,,8.693147180559945,5.282167313076521,False
1997 Enmore Coffey Still 23-Year,Rum Nation,,57.6%,Italy,10.0,1,23.0,1997,Brown,,,,10.693147180559945,6.602709141345652,False
2011 Jamaica Wedderburn Single Cask 10-Year,Holmes Cay,Pot Still,59.0%,United States,7.0,1,10.0,2011,Brown,,,,7.693147180559945,4.621896398941956,False
2014 Jamaica Cognac Cask Finish 6-Year,S.B.S.,,,Denmark,8.0,1,6.0,2014,Brown,,,,8.693147180559945,5.282167313076521,False
2005 Long Pond Wild Series No 26 Jamaica VRW 16-Year,RomDeLuxe,Pot Still,68.5%,Denmark,9.0,1,16.0,2005,Brown,,,,9.693147180559945,5.9424382272110865,False
First Class Panamanian 15-Year,Rio Chagres,,40.0%,Panama,7.0,1,15.0,2024,Brown,,,,7.693147180559945,4.621896398941956,False
2003 Long Pond TECA 15-Year,National Rums of Jamaica,Pot Still,63.0%,Jamaica,9.0,1,15.0,2003,Brown,,,,9.693147180559945,5.9424382272110865,False
Arrange Mandarine Sauvage,Isautier,,40.0%,Reunion,7.0,1,,2024,Flavoured,,,,7.693147180559945,4.621896398941956,False
2005 Reserve Master’s Selection For Dom Whisky 15-Year,Chairman's,Pot and Column Still,59.4%,Saint Lucia,9.0,1,15.0,2005,Brown,,,,9.693147180559945,5.9424382272110865,False
2008 Touchstone 14-Year,Foursquare,Pot and Column Still,61.0%,Barbados,8.0,1,14.0,2008,Brown,,,,8.693147180559945,5.282167313076521,False
Mermaid With a Flamethrower 14-Year,Rolling Fork Spirits,Pot Still,56.9%,United States,8.0,1,14.0,2024,Flavoured,,,,8.693147180559945,5.282167313076521,False
Brazil 2013/2017 Oloroso Cask Finish 3-Year,S.B.S.,Pot Still,45.0%,Denmark,6.0,1,3.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Reserva 8-Year,Hell Or High Water,Pot and Column Still,40.0%,Finland,6.0,1,8.0,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Premium Founders Batch,Sturlese,,45.0%,United States,0.0,1,,2024,Black,,,,0.6931471805599453,0.0,False
Bordeaux Cask,Ghost in a Bottle,,40.0%,Trinidad and Tobago,6.0,1,,2024,Brown,,,,6.693147180559945,3.9616254848073913,False
Black,Black Coral,,40.0%,United States,5.0,1,,2024,Black,,,,5.693147180559945,3.301354570672826,False
